Geneid,TR_AG_1,TR_AG_2,TR_AG_3,TR_SH_1,TR_SH_2,TR_SH_3
Lrrc8d,321,364,331,226,306,210
Zfp326,869,1245,860,749,907,690
Barhl2,0,0,0,0,0,0
Zfp644,928,1155,1054,999,1251,940
Hfm1,0,0,1,2,0,7
Cdc7,334,623,388,411,367,419
Tgfbr3,3780,9090,3968,3990,4314,4018
Brdt,58,136,82,28,117,35
Ephx4,0,3,1,1,1,0
Lpcat2b,0,0,0,1,0,4
Btbd8,60,69,70,36,75,55
A830010M20Rik,290,290,388,218,306,223
1700028K03Rik,60,49,50,41,49,56
Glmn,329,451,394,354,356,366
Rpap2,630,738,656,632,535,603
A930041C12Rik,0,2,0,0,0,0
4930428O21Rik,0,1,0,0,0,0
Gfi1,6,6,6,0,4,1
Evi5,1528,2358,1783,1513,2067,1396
Ube2d2b,0,0,0,0,1,0
Rpl5,17289,18741,18815,13532,16462,15377
Fam69a,1364,1338,1538,531,1421,603
Mtf2,706,1084,871,913,764,948
Tmed5,2461,2637,2863,2757,1452,2544
Ccdc18,114,211,158,229,104,186
Dr1,1488,1690,1742,1563,1427,1575
Pigg,465,553,494,384,436,405
Pde6b,2,0,10,3,5,0
Atp5k,1141,940,1208,708,1134,1225
Mfsd7a,5,22,15,9,17,13
Pcgf3,1816,2232,1991,1571,1729,1388
Cplx1,0,0,2,1,0,0
Gak,4555,5130,4806,4138,4779,3963
Tmem175,575,796,617,546,802,547
Dgkq,399,352,443,446,458,407
Idua,451,406,542,413,453,414
Slc26a1,2,9,6,9,8,10
Fgfrl1,221,442,265,187,553,212
1700047L14Rik,0,0,0,0,0,0
Tmed11,0,0,0,0,0,0
Vmn2r8,0,0,0,0,0,0
Vmn2r9,0,0,0,0,0,0
Vmn2r10,0,0,0,0,0,0
Vmn2r11,0,0,0,0,0,0
Vmn2r12,0,0,0,0,0,0
Vmn2r13,0,2,0,0,0,0
Vmn2r14,0,0,0,0,0,0
Vmn2r15,0,0,0,0,0,0
Vmn2r16,0,0,0,0,0,0
Vmn2r17,0,0,0,0,0,0
Crlf2,207,417,253,278,604,267
Gm10416,7,2,2,0,3,0
Gm15446,20,36,33,28,31,29
Zfp932,161,261,223,181,193,219
Plcxd1,426,306,480,362,449,475
Gtpbp6,885,649,907,779,826,938
Zfp605,147,207,174,188,166,160
Chfr,981,1576,1130,1161,1622,1237
Gm15787,115,166,110,124,169,176
Golga3,2358,3230,2563,2670,3476,2181
Ankle2,1206,1902,1382,1454,1419,1357
Pgam5,1683,2054,1837,1579,1321,1619
Pxmp2,71,69,68,81,78,111
Pole,2337,2574,2534,2643,1699,2381
P2rx2,4,3,7,7,4,10
Lrcol1,0,1,0,0,0,0
Fbrsl1,664,828,738,707,913,677
LOC101056043,221,330,214,248,165,232
A630023P12Rik,0,0,0,0,0,2
Galnt9,0,3,0,0,1,1
Noc4l,1413,1449,1632,1824,1049,1806
Ddx51,904,1039,889,1033,706,1070
Ep400,3250,5242,3866,3634,3912,3217
Mir7026,0,0,0,1,0,0
Pus1,1455,1415,1465,1284,1311,1473
Ulk1,1375,1938,1623,1383,2009,1284
Hscb,374,378,423,355,411,465
Chek2,664,840,760,756,648,787
Ttc28,372,2502,440,652,1466,569
Mir701,0,0,0,0,0,0
Pitpnb,3556,4306,3879,3162,3546,3233
Mn1,81,276,67,379,543,299
C130026L21Rik,0,1,0,0,0,0
E130006D01Rik,3,2,2,2,2,4
1700028D13Rik,0,0,0,0,2,0
Miat,0,0,0,1,3,2
Cryba4,0,6,0,0,6,0
Crybb1,0,6,0,0,1,0
Tpst2,1881,2184,1925,1919,1826,2095
Tfip11,2521,2823,2646,2881,2399,2889
Srrd,557,598,566,530,626,632
Hps4,508,693,569,727,666,620
Gm6583,0,2,0,0,0,0
Asphd2,2,3,8,4,12,3
Sez6l,76,175,83,9,183,7
Gm6588,1,0,3,0,0,0
1700034G24Rik,0,0,0,0,0,0
Myo18b,1,0,2,1,4,0
1700095B10Rik,0,0,0,0,0,0
Adrbk2,2,1,2,0,2,0
Crybb2,0,0,0,0,0,0
Crybb3,2,4,0,2,0,3
2900026A02Rik,2241,1461,2492,2336,1360,2246
Tmem211,0,0,1,1,1,0
Sgsm1,7,15,11,9,52,10
Mir7229,0,0,0,0,0,0
Mir7230,0,0,0,0,0,0
Aym1,0,0,0,0,0,0
Wscd2,0,12,0,1,7,2
Cmklr1,20,63,17,12,181,11
1700069L16Rik,0,0,0,0,0,0
Ficd,293,431,340,218,392,223
Sart3,2633,3230,2694,3245,2729,3383
Iscu,1546,1740,1467,1500,1918,1648
Tmem119,1689,2784,1865,1145,3128,1168
Selplg,5,0,3,2,6,2
Coro1c,8029,9173,8528,7988,8239,7787
Ssh1,517,745,607,713,627,668
Dao,2,2,0,0,0,0
Svop,0,0,0,0,0,1
Usp30,780,1024,863,792,765,871
Alkbh2,356,242,335,285,249,327
Ung,604,661,640,506,550,517
Acacb,74,95,105,67,69,67
Foxn4,0,0,0,0,0,0
Myo1h,2954,3075,3369,3028,3839,3412
Kctd10,10413,10402,11371,10404,12548,11063
Ube3b,4029,5046,4437,4506,5365,4374
Mir7027,0,0,0,0,0,2
Mmab,667,840,662,599,875,646
Mvk,1202,1550,1286,916,1253,1073
Fam222a,0,0,0,2,0,1
Trpv4,14,12,5,6,11,10
Gltp,2598,3093,2758,2334,2638,2413
Tchp,233,364,240,294,381,309
Mir7028,0,0,0,0,0,0
Git2,1621,2184,1684,1632,1926,1663
4930515G01Rik,175,178,152,129,176,147
Ankrd13a,3268,4509,3562,3252,4326,3151
1500011B03Rik,371,319,370,168,298,254
2610524H06Rik,488,475,472,308,433,397
4930519G04Rik,1,0,0,0,0,1
Oasl2,2603,2952,2921,1732,48,1737
Oasl1,1564,1540,1699,4134,30,4478
2210016L21Rik,1362,1532,1368,892,1037,1079
Hnf1a,2,0,3,0,2,2
Sppl3,1718,2401,1711,1572,2084,1726
Gm13826,216,187,233,140,177,208
Acads,867,1235,990,1014,1208,1064
Unc119b,1267,1813,1468,1254,1519,1389
Mlec,11090,14047,12174,8594,14706,8280
Cabp1,11,6,7,7,38,8
Pop5,717,895,859,728,738,904
Rnf10,9953,10485,10675,8350,10324,8337
Coq5,614,774,694,676,618,730
Dynll1,3722,4335,3809,3383,4850,3788
Srsf9,2551,2668,2232,1647,2774,2192
Gatc,657,609,757,613,525,611
Triap1,577,625,594,408,552,512
Cox6a1,5506,6268,5862,4236,6921,5473
Msi1,48,57,49,8,20,10
Pla2g1b,0,0,1,0,0,1
Sirt4,158,200,178,162,178,165
Pxn,3040,3853,3119,3077,3440,3012
Rplp0,57053,67162,63158,52046,61220,54025
Gcn1l1,5452,6678,5979,5693,5796,5169
Mir7029,0,0,0,0,0,0
1110006O24Rik,117,57,108,40,100,56
Rab35,2475,2594,2551,2022,2190,1975
Mir7030,0,0,0,0,0,0
Ccdc64,55,138,48,95,174,110
Cit,526,978,531,862,478,698
Prkab1,1327,1288,1498,1506,1101,1667
Tmem233,0,0,0,0,0,0
Ccdc60,0,0,0,0,0,0
B230112J18Rik,0,0,0,0,0,0
Hspb8,2884,4131,3172,3023,2576,3061
Srrm4os,3,6,1,3,2,2
Srrm4,49,64,51,49,54,39
Suds3,2948,3071,3057,2957,2515,3055
Taok3,1258,1380,1332,1126,1256,1089
Pebp1,6715,9334,7346,5853,8318,7105
Vsig10,194,445,213,216,392,204
Wsb2,5753,5832,6103,4835,6080,5071
Rfc5,1400,1676,1517,1639,1242,1802
Ksr2,0,1,4,2,1,0
Nos1,1,4,0,3,2,1
Fbxo21,1060,1679,1142,1025,1436,946
Tesc,47,41,45,1,49,3
Fbxw8,5294,7517,5623,5126,6334,5276
Hrk,3,0,1,3,0,1
Rnft2,135,197,152,64,154,45
2410131K14Rik,692,669,696,667,561,648
Med13l,2535,2855,2795,2919,2416,2633
4930413E15Rik,0,0,0,0,0,0
1700081H04Rik,0,0,0,0,0,0
Gm7538,0,0,0,0,0,0
AW549542,0,0,0,0,1,0
Gm16063,0,0,0,0,0,0
Tbx3,56,200,56,1,149,0
Tbx3os2,0,0,0,0,0,0
Tbx5,0,0,0,0,0,0
Rbm19,2221,2113,2352,2718,1255,2602
Gm10390,291,285,323,388,182,340
Lhx5,0,0,1,0,0,2
Sdsl,90,166,108,47,479,88
Sds,12,16,22,5,16,11
Plbd2,3714,3951,3797,2351,3984,2498
Slc8b1,439,770,500,345,620,368
Tpcn1,5810,4717,6211,2568,4294,2504
Iqcd,139,100,146,53,77,49
Rita1,280,309,346,236,280,312
Ddx54,3840,3434,3961,3253,3371,3417
Ccdc42b,5,8,4,8,2,9
Rasal1,6,19,15,27,18,20
Dtx1,1,2,1,2,0,2
Oas2,383,952,421,77,6,93
Oas3,990,866,1059,331,6,343
Oas1e,1,3,1,0,0,0
Oas1c,199,334,238,304,114,350
Oas1b,149,172,151,108,22,90
Oas1f,0,0,1,0,0,0
Oas1h,0,0,0,0,0,0
Oas1g,131,425,138,150,1,193
Oas1a,549,1569,692,702,43,816
Oas1d,0,5,1,1,0,1
Rph3a,0,2,3,3,2,2
Ptpn11,6573,8385,7182,6043,6804,5807
Rpl6,21030,26560,23457,20367,21029,20810
Gm15800,1331,2104,1634,1670,2128,1402
Trafd1,956,2072,984,940,1098,893
Naa25,2173,2334,2407,2204,1700,2057
Erp29,1694,2249,1980,1561,2763,1829
Tmem116,30,12,21,24,31,9
Adam1b,1,0,0,1,0,1
Adam1a,16,24,16,12,11,8
Mapkapk5,1024,932,1070,982,928,1011
Aldh2,4531,6279,5109,5057,5369,5521
Acad12,77,129,111,112,157,135
Acad10,177,149,186,194,155,190
Brap,1773,2052,1909,1428,1573,1470
Atxn2,2463,3159,2696,2489,2591,2448
Sh2b3,511,876,547,358,508,329
Mir7031,1,0,0,0,0,1
Fam109a,158,225,182,166,297,140
Cux2,0,2,1,0,0,1
Myl2,0,0,0,0,0,0
Ccdc63,3,5,4,5,3,2
Ppp1cc,4482,5487,4807,4469,4537,4773
Hvcn1,132,686,134,119,428,153
Tctn1,98,303,122,134,224,163
Pptc7,1226,1591,1358,1427,1172,1380
Rad9b,19,32,28,30,38,29
Vps29,2805,2867,3032,2244,3308,2587
Fam216a,1491,1204,1590,1141,1233,1242
Gpn3,698,861,832,780,780,937
Arpc3,3279,3516,3710,2739,3954,3089
Anapc7,1530,1852,1669,1776,1545,2022
Atp2a2,13030,14748,14581,10929,13554,11166
Ift81,489,655,492,352,454,379
P2rx7,194,150,213,115,50,96
P2rx4,1045,1536,1138,948,1603,962
Camkk2,1325,1602,1451,990,1409,1136
Anapc5,6084,7681,6491,5675,6586,5518
Rnf34,588,753,620,612,809,669
Kdm2b,481,888,567,512,937,460
A930024E05Rik,14,38,16,12,29,18
Orai1,475,419,499,297,380,302
Morn3,0,0,1,0,0,0
Tmem120b,120,159,143,146,239,139
Rhof,32,58,27,30,27,46
Setd1b,1162,1394,1150,1112,1270,1002
Hpd,0,0,0,0,8,0
Psmd9,1026,1346,1144,1067,999,1177
Bcl7a,14,68,22,23,43,25
Mlxip,934,1433,1087,835,1095,833
Il31,1,0,0,0,0,0
Lrrc43,0,0,1,0,0,1
B3gnt4,23,34,24,30,22,30
Diablo,1048,1362,1094,1091,1041,1100
Mir7647,0,0,1,0,0,0
Vps33a,2487,2957,2632,2734,2185,2620
Clip1,3250,4803,3394,3511,5318,3177
Zcchc8,884,1273,938,1083,1058,1236
Rsrc2,1091,1646,1269,1402,1457,1412
Kntc1,1160,1699,1262,1345,991,1311
Niacr1,18,0,3,3,1,5
Gpr81,0,2,6,0,0,1
Denr,2102,2435,2266,1820,1869,2159
Ccdc62,51,76,49,45,73,37
Hip1r,422,456,417,288,597,243
Mir7032,0,0,0,0,0,0
Vps37b,1583,1404,1584,1237,1360,1361
Abcb9,20,15,17,25,0,14
Ogfod2,351,364,357,289,390,357
Arl6ip4,1711,1758,1937,1766,1535,1749
Pitpnm2,999,1236,1014,732,1288,698
Pitpnm2os1,0,0,0,0,0,0
Mphosph9,592,550,649,601,590,587
2810006K23Rik,388,381,393,377,300,398
Cdk2ap1,2304,2470,2243,1381,2775,1861
Sbno1,4296,4729,4565,5298,4001,4774
Setd8,5494,6353,5923,5456,4508,5422
Rilpl2,406,640,392,360,550,416
Snrnp35,180,227,218,197,221,229
Rilpl1,597,1015,499,567,1015,581
Tmed2,4832,7370,5829,4494,6719,4908
Ddx55,462,564,501,511,437,502
Eif2b1,1501,1833,1751,1642,1605,1785
Gtf2h3,747,1024,861,764,941,854
Tctn2,451,455,411,513,582,509
Atp6v0a2,3228,3473,3558,2569,3618,2543
Dnah10,4,0,2,7,8,15
Ccdc92,376,441,313,464,631,436
Zfp664,2397,2744,2669,2166,2880,2166
Fam101a,10,3,1,0,10,0
Ncor2,5625,7878,5847,5341,6662,4690
Scarb1,1781,1944,2011,1188,992,1171
Ubc,4501,6798,4349,4501,4452,4588
Dhx37,1460,1673,1490,1692,1267,1569
Bri3bp,1537,1566,1578,1085,1314,1250
Aacs,2845,4229,3250,2815,3133,2986
Tmem132b,2,1,0,2,3,7
4933438B17Rik,0,0,0,0,0,0
4930572K03Rik,0,0,0,0,0,0
Tmem132c,0,0,2,0,1,1
Tmem132cos,0,0,0,0,0,0
Slc15a4,834,832,883,781,807,800
Glt1d1,1,0,0,0,0,0
Tmem132d,0,0,0,0,0,0
5930412G12Rik,1,0,0,0,0,0
Fzd10,0,0,0,0,0,0
Piwil1,0,0,0,0,0,0
Rimbp2,0,0,0,0,2,0
Stx2,1134,1519,1199,813,1384,868
Ran,19649,20005,20827,16142,15055,18841
Gpr133,11,52,8,31,56,41
Sfswap,1293,1868,1459,2060,1860,1974
Mmp17,13,52,12,71,82,73
Zfp11,71,141,73,87,74,70
Sept14,6,7,3,8,3,0
Mrps17,1256,1597,1428,1151,1325,1460
Gbas,1240,1548,1258,806,1584,883
Psph,1230,1742,1414,834,1053,962
Cct6a,11335,12828,12762,12393,9076,13044
Snora15,2,1,3,1,0,0
Sumf2,821,1172,963,887,897,1047
Phkg1,25,46,34,21,61,10
Chchd2,7345,8477,7945,6734,9413,7840
2410018M08Rik,189,183,197,222,182,228
Nupr1l,14,15,8,12,12,5
Vkorc1l1,1162,1548,1310,1038,1349,1003
Gusb,3754,3828,4157,3108,4261,3351
Asl,996,959,1024,799,798,866
Crcp,858,920,889,784,588,879
Tpst1,1135,2205,1117,809,1594,842
Kctd7,210,390,233,264,365,225
Rabgef1,1695,1480,1693,1245,1454,1308
Tmem248,3419,3708,3933,3394,3422,3366
Sbds,1577,1816,1793,1436,1654,1709
Tyw1,1447,1567,1559,1377,1260,1288
Caln1,1,1,0,0,3,0
A330070K13Rik,0,0,0,0,0,0
Wbscr17,960,2128,1119,972,1753,958
Auts2,0,6,0,0,70,0
4930563F08Rik,0,0,0,0,0,0
Gatsl2,330,520,363,183,449,176
Wbscr16,833,869,920,863,655,959
Gtf2ird2,296,355,311,236,307,219
Ncf1,2,1,4,6,1,0
Gtf2i,5270,7779,5672,5114,8192,4967
Gtf2ird1,1589,1674,1692,1575,1611,1492
Clip2,681,1404,836,542,1240,551
Syna,7,4,5,0,5,2
Mir7228,0,0,0,0,0,0
Rfc2,2122,2250,2142,2110,1846,2223
Lat2,20,22,36,30,24,24
Eif4h,11049,12985,11757,10529,10054,11273
Limk1,870,1263,942,792,951,726
Eln,5,23,1,3,4,1
Wbscr28,1,0,0,0,0,0
Cldn13,0,0,0,0,1,0
Wbscr27,261,268,282,257,329,289
Cldn4,4,1,3,1,3,0
Cldn3,0,1,0,6,1,6
Wbscr25,0,2,0,0,3,0
Abhd11,551,500,603,507,428,558
Abhd11os,10,15,12,9,11,6
Stx1a,97,148,102,120,133,152
Wbscr22,1346,1420,1502,1336,1306,1482
Dnajc30,496,506,476,357,527,448
Vps37d,64,104,53,30,85,47
Mlxipl,8,0,11,0,0,2
Tbl2,955,1614,1072,1128,1027,1000
Bcl7b,996,954,1074,667,757,777
Baz1b,7345,10027,8131,8241,7739,7635
Fzd9,7,3,4,1,3,3
Fkbp6,0,0,0,0,0,0
Trim50,0,0,0,0,0,0
Nsun5,675,901,747,671,632,804
Pom121,2571,3994,2565,3597,2632,3210
Mir7033,0,0,0,0,0,0
Hip1,3450,4136,3771,4155,3521,3690
Ccl26,0,0,0,0,0,0
Ccl24,1,0,0,0,0,0
Rhbdd2,664,744,698,744,633,690
Por,5288,5071,5640,5136,4847,5339
Tmem120a,1136,1178,1219,1292,1162,1257
Mir7034,0,0,0,0,0,0
Styxl1,9,7,5,10,15,12
Mdh2,10521,10131,11323,9564,9950,10669
Srrm3,0,0,1,3,2,0
Hspb1,5464,2203,5959,3287,1064,3675
Ywhag,10062,13048,10895,9133,10773,8773
Srcrb4d,149,112,157,129,102,140
Zp3,0,2,0,0,5,0
Dtx2,848,1217,937,1019,1304,1094
Upk3b,3868,7509,4510,3811,11153,4053
Upk3bl,2,1,5,5,8,11
Rasa4,204,525,200,193,198,213
Mir7035,0,0,0,0,0,0
Polr2j,1023,1139,1096,931,981,1167
Lrwd1,939,1242,950,1113,836,1110
Alkbh4,131,135,163,117,139,131
Orai2,754,600,817,399,585,377
Prkrip1,608,578,664,642,491,745
Sh2b2,46,57,45,35,50,30
Cux1,3538,6062,3743,3165,6657,2731
Mir721,0,0,0,0,0,0
Myl10,0,0,0,0,0,2
Col26a1,0,0,0,0,0,0
Rabl5,603,495,582,438,524,523
4933404O12Rik,319,361,341,289,373,259
Fis1,3019,3416,3287,2599,4161,3147
Cldn15,2946,2322,3164,1369,1411,1494
Znhit1,1844,2039,1894,1840,2115,2104
Plod3,4112,5524,4378,3781,5217,4094
Mir702,0,0,0,0,0,0
Vgf,50,51,42,92,21,96
Ap1s1,4006,4399,4410,3464,4372,4098
Serpine1,4699,10857,5170,4321,4093,4688
Trim56,1048,1028,1018,771,697,590
Ache,3,9,5,12,11,14
Mir8116,0,0,0,0,0,0
Ufsp1,127,98,143,139,126,141
Srrt,2686,6344,2959,4091,3196,4061
Mir7036,0,0,0,0,0,0
Trip6,2392,2448,2679,2517,2273,2765
Slc12a9,616,524,654,438,599,476
Ephb4,1770,2412,1912,1591,2074,1480
Zan,6,6,2,5,2,6
Epo,0,0,0,0,0,0
Pop7,448,495,551,389,446,435
Gigyf1,777,1270,820,1032,1062,981
Gnb2,9486,9979,9918,7413,9327,8756
Mir6418,0,0,0,0,0,0
Actl6b,0,2,0,0,0,0
Tfr2,0,0,1,2,14,4
Mospd3,1083,1020,1050,992,1052,1152
Pcolce,10861,23103,11641,8569,14432,10077
Fbxo24,61,68,79,38,79,55
Lrch4,0,0,0,0,0,0
Gm20605,2,9,3,4,11,10
Sap25,0,0,0,0,0,0
Irs3,1,0,1,0,0,0
Agfg2,1069,1591,1085,903,1068,1005
Nyap1,161,214,186,94,214,111
Tsc22d4,2247,2896,2556,2096,2185,2136
Ppp1r35,592,473,601,455,603,653
Mepce,1257,1546,1276,1361,1384,1572
Zcwpw1,92,269,97,124,245,116
Pilra,17,48,10,16,45,21
Pilrb1,0,2,0,0,0,0
Pilrb2,0,1,0,0,0,0
Cyp3a13,8,10,5,11,12,14
Gjc3,0,4,1,0,0,2
Azgp1,2,0,0,1,2,0
Smok3a,0,0,0,0,0,0
Smok3b,0,0,0,0,0,0
Zkscan1,763,1090,815,699,799,666
Zscan21,312,420,314,382,476,455
Zfp113,202,271,256,315,263,248
Cops6,3507,3717,3762,3016,3655,3712
Mcm7,6063,7629,6793,7842,6037,8258
Mir25,0,3,3,0,2,5
Mir93,0,1,2,0,0,2
Mir106b,1,0,1,0,0,2
Ap4m1,297,500,343,366,429,381
Taf6,1802,2146,1983,1985,1767,2110
Cnpy4,846,1233,978,814,1018,772
Mblac1,41,24,53,16,45,25
Nxpe5,0,0,1,0,0,0
Lamtor4,1115,1041,1205,849,1122,1043
BC037034,436,461,437,351,455,367
6330418K02Rik,47,51,72,44,46,30
Gal3st4,43,65,65,40,46,30
Gpc2,3,11,0,1,2,3
Stag3,0,3,2,2,6,2
Zfp157,189,308,206,212,262,215
1700123K08Rik,0,0,0,0,0,0
Zfp68,866,1129,884,850,1023,905
A430033K04Rik,80,120,113,107,128,93
Fam20c,237,468,242,211,670,198
Gm5294,0,0,0,0,0,0
Pdgfa,212,253,153,176,469,175
Prkar1b,2,4,6,7,10,9
Heatr2,988,948,952,939,780,1031
Sun1,1680,2620,1851,1423,2188,1494
Get4,2362,2847,2410,2081,2636,2428
Adap1,10,9,11,35,19,28
Cox19,625,787,698,605,992,710
Cyp2w1,0,0,0,0,0,0
3110082I17Rik,630,633,649,610,542,681
Mir339,0,0,0,0,0,0
D830046C22Rik,0,0,0,0,0,0
Gpr146,93,161,119,168,231,158
C130050O18Rik,12,7,1,8,5,12
Gper1,0,3,5,0,3,1
Zfand2a,2101,1835,2325,2117,1291,2254
4930500L23Rik,0,0,0,0,0,0
Uncx,0,0,0,0,0,0
Micall2,540,555,553,416,496,367
Ints1,5295,5985,5584,6592,4988,6232
Mir7037,0,0,0,0,0,0
Mafk,1380,1315,1361,1540,1004,1615
Tmem184a,23,24,22,30,58,41
Psmg3,520,522,569,464,526,642
Elfn1,16,75,24,107,15,98
Mad1l1,1469,1579,1457,1465,1382,1468
Ftsj2,254,223,246,236,165,251
Nudt1,363,397,419,374,449,452
Snx8,1825,1737,1888,1525,1924,1639
Eif3b,14048,14999,15221,14008,11167,13542
Mir7038,0,0,0,0,0,0
Chst12,2193,2784,2286,1647,2966,1752
Grifin,0,0,0,0,0,0
Lfng,787,686,875,623,528,734
Ttyh3,997,3597,924,1223,2109,1278
Iqce,426,553,447,481,447,427
Brat1,465,685,566,474,671,514
Amz1,63,41,56,11,48,28
Gna12,1160,1413,1276,1119,1375,986
Card11,0,0,0,1,1,0
Sdk1,0,0,1,0,0,0
Foxk1,2027,2659,2119,2151,2476,1936
Ap5z1,777,811,900,868,814,773
Radil,6,52,2,162,21,135
Papolb,3,2,1,9,1,18
Mmd2,0,0,0,0,1,0
Wipi2,3375,3858,3684,3325,3452,3163
Slc29a4,0,0,0,0,1,1
Tnrc18,6823,11471,7109,10652,10366,9559
Fbxl18,331,387,383,445,297,343
Actb,87839,98041,91056,89235,97033,85175
Fscn1,8814,14941,9152,15358,13351,15353
Rnf216,1497,2201,1711,1504,1759,1495
Rbakdn,0,0,0,0,0,0
Rbak,165,170,151,166,70,173
4933411G11Rik,0,7,4,3,1,0
Spdyb,0,0,0,0,0,0
4930448H16Rik,0,0,0,0,1,1
Zfp12,311,448,305,314,400,318
Zfp316,440,498,429,312,484,318
E130309D02Rik,794,882,787,785,767,808
Zdhhc4,739,802,780,735,755,755
0610040B10Rik,22,33,26,33,19,40
Grid2ip,1,4,0,0,4,1
Kdelr2,4357,7444,4795,3872,6970,3643
Daglb,352,968,311,688,847,657
Rac1,10751,13692,12130,9872,11435,10151
Fam220a,768,924,744,656,818,761
Cyth3,1446,2612,1518,1397,1989,1280
Usp42,474,597,487,598,452,606
D130017N08Rik,70,33,62,61,72,71
Eif2ak1,1839,2026,2048,1863,1676,1925
Ankrd61,1,2,5,2,4,7
Aimp2,1384,1324,1617,1288,970,1375
Pms2,432,533,473,521,307,500
Ccz1,1617,1864,1890,1594,1610,1733
Ocm,0,0,0,0,2,0
Lmtk2,1561,1878,1630,1727,1642,1599
Bhlha15,1,1,0,2,2,2
Tecpr1,1251,1505,1399,1317,2650,1305
Bri3,3436,3254,3266,2737,4002,3121
Baiap2l1,2541,1699,2872,1834,2864,1733
Gm15708,240,162,221,160,286,183
Dmr,370,218,364,259,368,225
Nptx2,0,0,0,2,0,0
Tmem130,27,18,32,91,19,81
Trrap,3888,5998,4248,5448,4736,4837
Smurf1,2362,2726,2502,2616,1908,2349
Mir7039,0,0,0,0,0,0
Kpna7,0,2,0,0,0,3
Gm4871,0,1,1,0,0,0
1700018F24Rik,0,0,0,0,0,0
Arpc1a,3225,3353,3378,2248,3047,2694
Arpc1b,14904,16122,15707,10432,14251,11851
Pdap1,6035,5959,6270,5042,5716,6009
Bud31,2754,2986,3085,2558,2669,2932
Ptcd1,1141,1417,1240,1202,1138,1290
Cpsf4,620,698,694,668,530,750
Atp5j2,2376,3119,2596,2133,3522,2705
Zkscan14,119,142,129,126,144,129
Zkscan5,404,454,469,530,446,505
Zfp655,953,1391,1071,1109,1158,1126
Zscan25,466,589,490,406,541,433
Cyp3a57,0,0,1,0,0,0
Cyp3a16,0,0,0,0,2,0
Cyp3a41a,0,0,0,0,0,0
Cyp3a41b,0,0,0,0,0,0
Cyp3a41a,0,0,0,0,0,0
Cyp3a44,0,0,0,0,2,0
Cyp3a11,0,0,0,1,9,0
Cyp3a25,0,0,0,0,2,0
Cyp3a59,0,0,0,0,0,0
1700001J03Rik,0,2,0,0,0,0
Rnf6,2248,2948,2530,2141,2856,1988
Cdk8,1163,1302,1331,1139,1122,1127
Wasf3,1,0,0,1,0,0
Gm6408,0,0,0,0,0,0
Gm6370,0,0,0,0,0,0
Gm3415,0,0,0,0,0,0
4930449I24Rik,0,0,0,0,0,0
Gm3402,0,0,0,0,0,0
Gm3404,0,0,0,0,0,0
Gm3409,0,0,0,0,0,0
Gm3415,0,0,0,0,0,0
Gm3402,0,0,0,0,0,0
Gpr12,2,0,0,0,0,0
Usp12,1249,1538,1382,1216,1218,1156
Rpl21,15891,17628,17335,13402,14935,14729
Rasl11a,27,161,29,95,62,116
Gtf3a,2291,2596,2641,2110,2026,2230
Mtif3,1606,1787,1811,1469,1372,1621
Lnx2,441,642,483,619,607,588
Polr1d,2987,3464,3269,2476,3117,3031
Gsx1,0,0,0,0,0,0
2210019I11Rik,0,0,0,0,0,0
Pdx1,0,2,0,0,0,0
Mirlet7k,0,0,0,0,0,0
Cdx2,0,0,0,0,0,0
Urad,0,0,0,0,0,0
Flt3,0,0,1,0,0,0
D5Ertd605e,260,104,267,68,24,105
Pan3,688,897,721,728,623,682
Flt1,245,186,329,354,124,310
Pomp,3171,3480,3539,2816,3377,3340
Slc46a3,37,54,25,17,52,19
Mtus2,2,5,8,3,51,1
Slc7a1,4941,5765,5410,4720,4669,4268
Ubl3,1963,1893,2293,1714,2055,1744
2210417A02Rik,1,0,2,0,1,0
Katnal1,557,645,610,474,601,425
8430423G03Rik,6,5,1,0,1,0
5930430L01Rik,262,169,285,203,175,197
Gm15408,31,33,33,17,25,21
Hmgb1,6714,9108,7498,7761,7058,8335
5730422E09Rik,5,5,7,3,3,3
Gm8615,7,6,7,8,5,9
Uspl1,945,1003,1096,1014,860,974
Alox5ap,50,56,39,15,16,13
Medag,2470,2054,2661,532,1353,532
Tex26,7,6,2,6,13,8
Gm15997,2,0,0,0,0,0
Wdr95,2,1,2,0,1,0
Hsph1,5015,6833,5617,6139,5258,6126
B3glct,865,1409,953,460,1346,485
Gm21221,0,0,0,0,0,0
4930500F04Rik,0,0,0,0,0,0
Rxfp2,0,0,0,0,0,0
Fry,32,31,41,66,101,76
Gm5,0,0,0,0,0,0
Zar1l,0,0,0,0,0,0
Brca2,666,969,807,940,717,787
N4bp2l1,35,58,32,25,114,15
N4bp2l2,1281,1953,1383,1433,1720,1447
Pds5b,1951,3152,2225,2557,2373,2196
Kl,1,0,0,0,0,0
Stard13,837,1692,920,1595,1338,1557
1700028E10Rik,7,2,6,3,15,11
Vmn2r18,2,0,0,0,0,0
Rfc3,1010,1295,1246,1084,906,1203
Gm8579,0,0,0,0,0,1
Samd9l,3389,6728,4120,3455,1194,3228
Hepacam2,0,1,0,5,3,0
Ccdc132,1796,2593,2095,2100,1790,2020
Calcr,0,0,0,0,0,0
Mir653,0,0,0,0,0,0
Mir489,0,0,0,0,0,0
Tfpi2,126,26,117,12,20,2
Gngt1,0,0,0,0,0,0
Gng11,125,463,120,25,222,46
