Geneid,K70_1,K70_2,K70_3,K70MD_1,K70MD_2,K70MD_3,K70P10_1,K70P10_2,K70P10_3,NKO70_1,NKO70_2,NKO70_3
ZSCAN1,0,1,0,0,0,0,0,0,0,0,0,0
ZNF135,0,0,0,0,0,0,0,0,0,0,0,0
ZSCAN18,0,2,0,0,0,2,0,1,1,0,0,0
ZNF329,91,115,59,22,22,37,286,248,36,72,32,44
ZNF274,149,181,128,51,59,88,357,302,136,101,106,158
LOC105372479,1,0,0,0,0,0,1,0,0,0,0,0
ZNF544,29,33,30,19,18,22,29,45,60,35,34,38
LOC105372482,71,102,74,42,49,80,77,72,124,97,88,99
ZNF8,1,5,0,0,2,2,15,17,1,4,3,3
ZNF8-ERVK3-1,10,12,5,1,0,5,6,11,2,10,9,18
ERVK3-1,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372480,377,463,269,437,618,639,333,331,552,527,504,483
ZSCAN22,171,177,113,71,101,160,327,292,175,101,119,128
MIR6806,0,0,0,0,0,0,0,0,0,0,0,0
A1BG,1,0,1,3,0,2,8,9,0,0,0,0
A1BG-AS1,6,10,2,3,1,5,22,21,0,1,4,6
ZNF497,40,54,30,1,4,12,88,57,10,17,22,42
LOC105372483,5,8,10,0,0,7,15,3,4,8,3,8
ZNF837,28,49,40,13,23,61,149,142,85,39,42,34
LOC105372484,0,0,0,1,0,0,0,0,0,0,0,0
MIR4754,10,18,14,57,63,50,14,11,32,17,13,15
RPS5,34041,41964,29753,57722,70857,69123,12301,11250,43096,51676,47348,46025
RNF225,1,0,0,0,0,0,1,0,0,0,0,1
LINC02560,0,0,0,0,0,1,0,0,0,0,0,0
ZNF584,519,627,501,265,301,354,805,684,447,459,380,423
ZNF132,11,3,6,4,3,6,39,27,6,5,8,14
ZNF324B,76,98,61,9,18,22,200,189,56,75,57,68
ZNF324,146,207,118,61,55,94,476,388,104,135,121,109
ZNF446,213,288,222,58,79,120,334,343,137,128,135,144
LOC112268251,20,31,17,8,6,13,44,23,22,17,26,11
SLC27A5,207,205,106,138,152,118,86,71,213,346,288,278
LOC105372485,6,3,5,2,5,0,26,15,2,5,11,2
ZBTB45,564,747,469,102,171,153,593,625,290,490,445,493
LOC105372486,59,89,57,14,27,25,77,89,29,51,58,67
TRIM28,14437,17605,11972,2854,3587,5150,16871,16091,7657,13917,13194,15111
MIR6807,0,0,0,0,0,0,0,0,0,0,0,0
CHMP2A,1373,1492,1257,891,1018,1205,963,857,1110,1305,1073,1281
UBE2M,4628,5979,4281,2617,2877,3183,3571,3237,4563,6437,5781,6344
MZF1-AS1,43,79,60,16,9,43,111,99,23,47,42,63
MZF1,108,157,110,29,28,70,290,260,66,94,69,116
CENPBD1P1,785,941,639,203,211,264,676,564,384,836,726,762
LOC107987272,25,20,18,26,22,36,24,31,15,19,19,23
DEFB125,0,0,0,0,1,0,0,0,0,0,0,0
DEFB126,0,2,7,16,14,6,17,5,9,3,0,3
DEFB127,0,0,0,0,0,0,0,0,0,0,0,0
DEFB128,0,0,0,0,0,0,0,0,0,0,0,0
DEFB129,0,0,0,2,0,0,0,0,0,0,0,0
DEFB132,0,0,3,0,0,0,0,0,0,0,0,0
C20orf96,86,92,85,59,56,72,201,158,127,67,69,68
ZCCHC3,793,859,685,220,272,317,966,801,415,788,704,784
NRSN2-AS1,193,202,190,253,323,327,195,176,257,189,178,210
SOX12,1879,2463,1612,116,213,293,1515,1532,470,1203,1051,1465
LOC101929937,502,641,403,144,160,242,744,712,284,353,288,369
NRSN2,1528,1953,1419,423,552,686,2442,2281,1050,1095,916,1157
TRIB3,3904,4623,3498,1149,1227,1440,2988,2591,3082,3273,2755,3100
RBCK1,2148,2625,1889,1462,1797,1938,3996,3771,2531,1700,1542,1798
TBC1D20,1490,1647,1230,1241,1142,1371,2174,2013,1651,1411,1384,1481
CSNK2A1,4357,5169,4050,1993,2115,2594,5535,5711,3765,4203,3989,4727
TCF15,94,145,63,45,69,76,222,141,116,66,61,77
LOC107985387,0,0,0,0,0,0,2,0,0,0,0,0
SRXN1,12339,14639,10607,2567,2755,3196,6625,5589,5346,8246,7938,8476
LOC107985423,252,273,200,86,112,131,274,200,149,153,169,156
LOC105372491,0,0,3,0,1,0,1,1,0,0,0,0
SCRT2,0,0,0,0,0,0,0,0,0,0,0,0
SLC52A3,46,76,43,41,48,76,318,300,111,33,16,52
FAM110A,540,697,473,586,703,949,1418,1381,912,478,508,484
ANGPT4,2,6,10,1,4,7,58,46,10,1,6,1
LOC105372492,0,0,0,0,0,0,0,0,0,0,0,0
RSPO4,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372494,0,0,0,0,0,0,0,0,0,0,0,0
PSMF1,4654,5627,4239,3154,3765,4708,5114,5255,4326,5501,4815,5253
LOC105372493,8,6,4,9,15,14,30,4,12,1,3,10
TMEM74B,25,13,14,53,17,57,42,22,42,11,4,12
LOC105372496,3,0,1,5,1,9,5,2,1,4,0,0
C20orf202,0,1,0,0,1,1,2,0,5,0,0,0
RAD21L1,1,0,0,9,3,11,2,4,3,1,0,4
SNPH,0,0,0,0,0,0,0,1,0,0,1,0
FKBP1A-SDCBP2,0,0,0,0,0,0,0,0,0,0,0,0
SDCBP2,0,0,0,0,0,0,0,0,0,0,0,0
SDCBP2-AS1,99,147,121,90,117,167,185,194,100,110,109,106
FKBP1A,8112,9218,6958,9673,12279,15953,8290,6832,9682,8762,8221,7795
MIR6869,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372497,0,4,0,0,0,6,4,4,4,0,2,0
NSFL1C,2739,3399,2489,1382,1565,1785,2903,2865,2295,3432,3017,3219
SIRPB2,5,1,3,29,13,22,42,37,11,0,1,0
LOC105372499,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372498,0,0,0,0,2,0,0,0,0,0,0,0
SIRPD,0,0,0,0,0,0,0,0,0,0,0,0
LOC107985409,0,0,0,0,0,0,0,0,0,0,0,0
SIRPB1,39,45,28,16,12,14,97,91,12,19,17,22
SIRPG,1,1,0,0,4,2,4,0,0,1,0,1
SIRPG-AS1,0,0,0,2,0,0,0,0,0,0,0,0
SIRPB3P,0,0,0,0,0,2,0,0,0,0,0,0
LOC100289473,5,0,1,3,1,2,1,2,5,3,0,0
LOC107984104,8,5,7,145,198,166,36,45,41,7,9,4
LOC105372501,2,0,2,7,9,19,36,43,3,5,0,3
LOC107984088,4,4,5,3,2,10,16,14,15,3,3,3
LOC102724545,18,46,32,15,28,37,81,47,25,14,15,7
SIRPA,1166,1563,1070,238,385,563,3765,3660,734,672,655,813
PDYN-AS1,0,0,0,0,0,0,0,0,0,0,0,0
PDYN,0,1,0,7,3,0,2,2,3,0,0,2
STK35,1002,1388,946,198,198,379,2443,2232,548,601,557,705
LOC105372502,0,0,0,0,1,0,0,0,0,0,1,0
LOC388780,0,0,0,0,0,0,0,0,0,0,0,0
TGM3,5,6,1,6,6,1,9,9,3,0,0,0
LOC105372503,0,0,0,0,3,0,0,0,0,0,0,0
TGM6,0,0,0,7,3,2,7,10,1,0,0,0
SNRPB,19379,21840,15675,20306,26406,24721,10081,8031,20462,28905,26569,25352
SNORD119,0,0,0,0,0,1,0,0,0,0,0,0
ZNF343,160,200,95,59,54,92,445,480,104,81,93,103
LOC105372504,0,0,0,0,0,0,0,0,0,0,0,0
TMC2,0,0,1,4,1,1,1,3,0,2,0,0
LOC105372505,6,5,3,4,2,4,1,4,12,1,2,5
NOP56,2906,3492,2538,1351,1505,1766,4403,3918,1833,2875,2640,2875
MIR1292,0,0,0,0,0,0,0,0,0,0,0,0
SNORD110,1,4,0,0,0,2,5,5,1,0,1,1
SNORA51,0,0,3,0,0,0,6,6,0,1,3,2
SNORD86,0,0,0,0,0,0,0,0,0,0,0,0
SNORD56,0,0,0,0,0,0,0,0,0,0,0,0
SNORD57,0,0,1,0,0,0,1,2,1,0,0,0
IDH3B,3391,4076,3150,3189,3404,3889,3690,3518,3459,3910,3633,3942
LOC105372507,0,3,2,0,0,0,5,6,0,0,0,0
EBF4,36,38,13,22,39,37,149,112,44,35,8,14
LOC105372506,4,0,0,0,2,3,5,3,0,0,0,0
CPXM1,0,0,0,0,3,2,12,2,5,0,0,0
C20orf141,0,0,0,0,0,0,0,0,0,0,0,0
TMEM239,0,0,0,0,0,0,0,0,0,0,0,0
PCED1A,297,404,234,458,476,584,769,795,521,297,231,249
VPS16,463,454,384,155,134,199,736,660,297,405,354,427
PTPRA,934,1113,831,172,287,326,2945,2772,551,498,516,711
GNRH2,4,17,2,0,0,0,7,9,0,0,2,4
MRPS26,2414,2815,1891,1480,1538,1593,1991,1545,2160,2855,2772,2815
LOC101929098,0,1,0,0,0,0,0,0,0,0,0,0
OXT,0,1,0,0,0,0,0,0,0,0,0,0
AVP,0,0,0,0,0,0,0,0,0,0,0,0
UBOX5-AS1,28,52,23,4,12,18,61,44,20,41,23,31
UBOX5,352,374,286,62,81,123,465,479,169,212,179,235
FASTKD5,1009,1038,785,769,839,965,1163,1043,917,1060,1017,1230
LZTS3,75,109,82,101,116,201,724,604,216,69,64,79
LOC107985414,7,1,0,0,0,0,5,4,5,0,2,0
DDRGK1,938,1110,692,245,301,426,1538,1413,622,1043,857,1023
ITPA,1551,1799,1192,1498,1816,2048,1426,1079,2020,2302,2040,1973
SLC4A11,305,380,276,124,129,233,1217,1137,210,191,190,249
C20orf194,155,212,137,89,102,110,463,463,189,93,91,113
LOC105372508,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372509,0,0,0,0,3,0,0,0,0,0,0,0
ATRN,2820,3687,2533,668,788,976,6390,5803,1697,1502,1592,1789
GFRA4,0,0,0,0,0,1,0,0,0,0,0,0
ADAM33,0,0,0,0,1,0,7,2,0,0,0,0
SIGLEC1,1,4,1,0,1,0,4,3,3,0,0,0
HSPA12B,8,11,15,6,7,6,16,3,3,7,10,12
C20orf27,3287,3838,2677,1450,1840,2344,3132,2705,2655,3937,3677,3714
SPEF1,21,10,16,14,8,7,23,28,13,19,10,25
CENPB,3468,4560,3118,968,1088,1627,4850,4453,2276,3401,3069,3682
CDC25B,6093,7553,5746,2324,3052,4438,10285,10464,4231,5764,5307,6395
LINC01730,0,1,1,3,3,8,7,12,7,7,4,2
AP5S1,407,476,352,247,304,422,704,583,593,466,424,388
MAVS,2053,2764,1922,427,500,826,7689,7632,945,1148,1075,1533
PANK2-AS1,35,56,46,16,19,28,36,56,28,30,32,48
PANK2,1135,1388,985,579,659,902,2006,1813,984,1252,1180,1246
MIR103A2,1,2,1,7,2,0,2,1,3,2,2,4
MIR103B2,1,2,2,5,2,1,0,1,2,2,3,5
RNF24,339,340,257,154,182,241,795,725,287,206,197,186
SMOX,348,451,267,336,393,523,1296,1225,488,296,256,332
LINC01433,0,0,0,0,0,1,1,0,0,0,0,0
ADRA1D,23,19,9,6,16,18,101,80,27,16,32,19
LOC105372510,0,0,0,0,0,0,0,0,0,0,0,0
PRNP,6692,8337,5686,7659,9032,9816,12202,10877,7233,6582,6022,6959
PRND,0,1,0,2,0,0,3,2,1,0,0,0
PRNT,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372511,0,0,0,0,0,0,0,0,0,0,0,0
RASSF2,28,28,29,16,13,21,122,104,46,11,16,18
LOC107985392,0,0,0,0,0,0,0,0,0,0,0,0
SLC23A2,1045,1285,895,190,236,294,2128,1962,567,753,729,870
TMEM230,4557,5293,4151,8300,9711,10787,2968,2733,6382,6140,5527,5716
PCNA,10846,12645,9689,14730,17603,18826,8990,7605,15435,15662,14324,14137
PCNA-AS1,4446,5574,3985,6205,7982,8254,3624,3115,6546,6749,6153,6049
CDS2,1759,1896,1483,1036,1376,1415,1059,1076,1519,1747,1452,1788
PROKR2,0,0,0,0,0,0,0,0,0,0,0,0
LINC00658,0,0,0,0,0,0,0,0,0,0,0,0
LOC107985411,0,0,0,0,0,0,0,0,0,0,0,0
LOC643406,0,0,0,0,3,0,0,0,0,0,0,0
LOC105372513,0,0,0,0,0,0,0,0,0,0,0,0
LINC00654,1,0,0,0,3,0,0,0,0,1,0,1
LINC01729,0,0,0,0,0,0,0,0,0,0,0,0
GPCPD1,296,360,234,303,399,442,587,507,343,298,232,316
LOC105372514,0,0,0,0,0,0,0,0,0,0,0,0
SHLD1,59,95,71,246,282,195,123,110,164,102,133,87
CHGB,25,53,25,12,4,23,195,168,23,22,28,41
TRMT6,768,1010,779,559,576,640,1696,1659,806,888,844,1008
MCM8,795,1033,699,259,301,407,3884,3385,524,560,618,730
MCM8-AS1,7,6,5,0,0,0,10,10,3,0,0,1
CRLS1,2144,2292,1718,2445,2901,2874,1405,1231,2225,3157,2939,2740
LRRN4,56,45,36,40,36,27,98,93,42,54,33,56
FERMT1,1703,2000,1537,260,245,379,2541,2604,938,1498,1398,1652
CASC20,0,2,0,0,2,0,1,0,1,3,0,1
LINC01713,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372517,0,0,0,0,0,0,0,0,1,0,0,0
BMP2,54,43,30,56,41,74,222,188,74,70,63,85
LINC01428,0,0,0,0,0,0,0,0,0,0,1,0
LINC01751,0,0,0,0,0,0,0,0,0,0,0,0
LINC01706,0,0,0,0,0,0,0,0,0,0,0,0
MIR8062,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372518,0,0,0,0,2,1,0,0,0,0,0,0
HAO1,0,0,0,0,0,5,0,0,0,0,0,0
TMX4,525,621,510,531,508,593,655,569,547,642,615,693
LOC105372520,0,0,0,0,1,0,1,0,0,0,0,0
PLCB1,15,26,13,18,3,12,29,31,24,15,12,13
PLCB1-IT1,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372521,0,0,0,0,0,0,1,0,0,0,0,1
RNU105B,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372522,0,0,0,0,0,0,0,0,0,0,0,0
PLCB4,22,28,17,7,9,19,85,89,4,16,6,10
LAMP5-AS1,0,0,0,0,0,0,0,0,0,1,0,0
LAMP5,0,0,0,0,4,1,0,0,0,1,1,0
PAK5,1,0,0,1,2,4,2,0,0,4,0,0
LOC105372523,0,0,0,0,0,0,0,0,0,0,0,0
LOC101929348,0,0,0,0,0,0,0,0,0,0,0,0
PARAL1,0,0,0,0,0,0,0,0,0,2,0,0
SNAP25-AS1,0,0,3,4,1,3,1,0,0,0,0,0
ANKEF1,816,1000,778,445,507,590,1266,1299,748,830,777,885
LOC105372524,0,0,0,1,0,1,0,0,0,0,0,0
SNAP25,2,1,6,7,7,3,10,4,11,1,1,0
LOC112268268,0,0,0,0,0,0,0,0,0,0,0,0
MKKS,2351,2817,2017,2505,2897,3192,1601,1392,2359,3286,2922,2784
SLX4IP,231,277,218,34,62,67,370,366,86,121,93,158
JAG1,4354,5545,3682,677,802,1303,10425,9286,2127,2784,2574,3469
MIR6870,0,0,1,0,0,0,0,0,0,0,0,0
LINC01752,25,24,13,81,104,69,24,17,72,37,24,21
LOC107985398,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372525,2,1,0,2,6,10,2,2,7,3,4,4
LOC101929413,0,0,0,1,0,2,2,0,1,0,0,0
LINC02871,0,0,1,0,0,0,0,0,0,0,0,0
LOC105372527,0,0,3,0,0,0,4,0,1,1,1,3
LOC105372528,0,0,0,0,0,0,0,0,1,1,1,0
LOC339593,0,0,0,0,1,2,6,5,2,4,0,0
LOC105372529,21,37,34,18,43,35,103,83,40,11,17,15
LOC107985384,0,0,0,0,0,0,0,0,1,0,0,0
LOC105372530,0,0,0,6,8,4,0,0,0,0,0,0
LINC00687,0,0,0,7,5,8,0,0,0,0,0,0
BTBD3,959,1060,863,727,740,956,1137,1061,1105,965,848,976
LOC105372531,0,0,0,0,0,0,0,0,0,0,0,0
LOC107985406,0,0,0,0,0,0,0,0,0,0,0,0
LOC107985407,0,0,0,0,0,0,1,0,0,0,0,0
LOC105372532,0,0,0,0,5,0,0,0,0,0,0,0
LINC01722,0,0,0,0,0,0,0,0,0,0,0,0
LOC102606466,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372535,0,0,0,0,0,1,0,0,0,0,0,0
LINC01723,0,0,0,0,0,0,0,0,0,0,0,0
SPTLC3,85,100,80,59,53,85,206,186,102,97,84,129
TASP1,167,259,167,135,152,160,187,172,183,294,256,249
ISM1,3,0,0,0,1,0,6,20,0,1,0,0
LOC105372539,1,0,0,0,0,0,0,0,0,0,0,0
ISM1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
ESF1,135,218,147,58,52,67,970,1070,57,69,76,90
NDUFAF5,663,865,600,869,1065,979,377,372,754,1021,977,811
SEL1L2,0,0,0,0,1,0,0,0,0,0,0,0
MACROD2,0,1,1,5,5,7,8,10,0,1,1,0
FLRT3,318,396,257,242,299,316,804,779,351,221,179,242
MACROD2-IT1,0,0,0,0,0,2,0,0,0,0,0,0
MACROD2-AS1,1,2,0,0,1,4,0,0,0,0,0,0
LOC107985394,0,0,0,0,0,0,0,0,0,0,0,0
LOC613266,0,0,0,0,3,0,0,2,0,0,0,0
KIF16B,115,197,129,36,35,47,453,449,51,57,67,94
LOC105372541,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372542,0,0,0,2,0,0,0,0,0,0,0,0
SNRPB2,2500,2769,2128,3058,3472,3768,1759,1544,2795,3229,2945,3160
OTOR,0,0,0,0,1,0,0,0,0,0,0,0
LOC105372544,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372545,0,0,0,0,0,1,0,0,0,0,0,0
PCSK2,0,0,0,0,0,4,0,4,0,0,0,0
LOC105372546,0,0,0,4,2,1,5,1,4,0,0,0
BFSP1,50,48,27,99,106,158,110,124,61,41,13,20
DSTN,11475,13121,10579,13629,15376,17079,7514,7163,12156,12165,10979,11351
RRBP1,2149,2766,1802,238,298,512,5000,4615,847,1336,1332,1768
BANF2,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372547,0,0,0,0,0,0,0,0,0,0,0,0
LOC107985440,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372548,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372549,0,0,0,0,0,0,2,0,1,0,0,0
SNX5,3307,3980,3170,2481,2739,3041,3949,3527,3584,4013,3665,3903
SNORD17,65,59,69,19,9,28,45,73,48,67,45,82
MGME1,1447,1613,1197,973,1155,1281,2304,2216,1459,1551,1491,1531
OVOL2,101,175,123,127,126,188,241,182,191,221,189,184
PET117,15,22,10,13,16,16,25,19,33,22,33,36
KAT14,597,767,564,175,265,287,1434,1344,599,555,505,602
LOC105372551,0,0,0,3,1,0,0,0,0,0,0,0
ZNF133,104,160,110,59,74,67,384,303,120,92,70,101
LOC105372550,0,1,0,0,0,3,1,6,0,0,0,0
LOC107985418,0,0,0,0,0,0,0,0,0,0,0,0
LINC00851,0,0,0,0,0,0,0,0,0,0,0,0
DZANK1,24,18,18,39,32,29,86,85,41,37,23,51
POLR3F,393,426,345,408,530,505,371,437,450,530,555,545
MIR3192,0,0,0,0,0,0,1,0,0,0,0,0
RBBP9,862,1030,806,827,911,1034,1385,1370,1185,950,865,934
SEC23B,2080,2629,1869,2136,2061,2485,2781,2879,2898,2792,2474,2625
SMIM26,776,1039,735,1354,1839,1856,531,455,1372,1210,1115,1069
DTD1,1839,2218,1674,1188,1320,1606,975,1006,1516,2384,2150,2405
DTD1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LOC107985399,4,4,1,3,0,0,2,0,2,0,3,3
LINC00652,1,0,0,2,0,0,4,4,0,0,0,0
LINC00653,2,2,0,3,5,5,8,8,0,0,3,0
SCP2D1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
SCP2D1,0,0,0,0,0,0,0,0,0,0,0,0
LOC102724734,0,0,0,0,0,0,0,0,1,0,0,0
LOC107985442,0,0,0,0,0,0,0,0,1,0,0,0
LOC101929547,0,0,0,0,0,0,0,0,0,0,0,0
SLC24A3,4,0,0,0,1,0,4,4,2,3,2,0
LOC100130264,0,0,0,0,0,0,0,2,0,0,0,0
LOC107987276,0,0,1,0,0,0,0,0,0,0,0,0
RIN2,39,30,32,14,22,33,62,83,25,22,15,24
NAA20,3929,4865,3322,4444,5318,5218,2230,1795,4385,4796,4496,4514
LOC105372553,2,6,3,2,2,3,5,19,3,2,1,1
CRNKL1,953,1146,782,515,536,629,1329,1348,794,911,854,1010
CFAP61,3,11,6,13,4,25,6,1,11,6,7,3
LOC105372554,0,0,0,0,0,0,0,0,0,0,0,0
LOC107985413,0,0,0,0,0,0,0,0,0,0,0,0
CFAP61-AS1,0,0,0,1,0,0,4,1,2,1,2,2
INSM1,2,0,0,0,0,0,3,3,1,1,0,2
RALGAPA2,43,41,40,22,28,28,127,120,47,21,25,47
LOC105372555,0,0,0,0,0,0,0,0,0,0,0,0
LINC00237,0,0,0,0,0,0,0,0,0,0,0,0
KIZ,68,97,38,160,200,197,151,160,141,107,98,130
KIZ-AS1,0,0,0,0,0,0,0,0,0,0,0,0
XRN2,2573,3172,2440,1187,1454,1604,3266,3102,1736,2447,2350,2699
NKX2-4,1,3,8,6,10,0,23,10,4,4,3,5
LOC105372558,0,0,6,0,0,0,3,2,0,0,0,5
LOC112268271,0,0,0,0,0,0,0,0,0,0,0,0
NKX2-2,0,0,0,0,0,0,0,0,0,0,0,0
LINC01727,0,0,0,0,0,0,0,0,0,0,0,0
LINC01726,0,0,0,0,0,0,0,0,0,0,0,0
PAX1,0,0,0,0,0,0,0,0,0,0,0,0
LINC01432,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372560,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372561,0,0,0,0,0,3,0,0,0,0,0,0
LINC01427,0,0,0,0,0,0,0,0,0,0,0,0
LOC284788,0,0,2,0,0,0,0,0,0,0,0,0
LOC105372562,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372563,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372564,0,0,0,0,0,0,0,1,0,0,0,0
LINC00261,0,4,0,6,1,3,2,2,1,0,10,0
FOXA2,38,55,66,7,21,17,128,155,37,64,43,40
LNCNEF,0,0,0,0,0,0,0,0,0,0,0,0
LINC01747,0,0,0,0,0,0,0,0,0,0,0,2
LOC105372567,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372568,0,0,0,0,1,0,0,0,0,0,0,4
LOC107985449,0,0,0,3,0,0,0,0,0,0,0,0
LOC101929707,0,0,0,0,2,0,0,0,0,0,0,0
LOC105372569,0,0,0,0,0,0,0,0,0,0,0,0
SSTR4,0,0,0,0,0,0,0,0,0,0,0,0
THBD,2,8,9,2,0,0,1,3,3,5,13,1
CD93,0,0,2,0,0,0,4,2,0,0,1,0
LINC00656,0,0,0,0,0,0,0,1,0,0,0,0
LOC100505664,0,0,0,0,0,2,0,0,0,0,0,0
NXT1-AS1,0,1,0,0,4,1,0,4,2,2,1,2
LOC105372571,1,0,0,4,5,1,10,3,9,3,0,0
NXT1,888,1003,734,1090,1430,1384,452,389,1131,1458,1258,1337
LINC01431,11,3,6,4,9,11,16,8,7,3,2,12
GZF1,339,366,302,76,107,117,602,550,216,249,211,272
NAPB,75,82,68,75,76,81,162,146,70,68,81,62
CSTL1,3,0,0,0,0,4,0,1,2,0,0,0
CST11,0,0,0,0,0,0,0,0,0,0,0,0
CST8,0,0,0,4,0,0,0,0,0,0,0,0
CST13P,0,0,0,0,0,0,0,0,0,0,0,0
CST9L,0,0,0,0,0,0,0,0,0,0,0,0
CST9,0,0,0,0,0,0,0,0,0,0,0,0
CST3,3119,3724,2834,2875,3664,4465,3976,3353,2975,2823,2702,2940
LOC107985383,0,0,0,0,0,1,1,0,0,0,0,0
LOC105372573,0,0,0,0,0,0,0,0,0,0,0,0
CST4,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372574,0,0,0,0,0,0,0,0,0,0,0,0
CST1,0,0,0,0,0,1,1,1,0,0,2,1
LOC107985432,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372575,1,2,0,0,0,0,1,0,0,0,0,0
CST2,0,0,0,0,0,0,2,0,0,0,0,0
CST5,0,0,0,0,0,0,0,0,0,0,0,0
GGTLC1,0,0,0,0,2,1,0,0,0,0,0,0
LOC107985438,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372576,1,0,0,0,0,1,1,0,0,0,0,2
LINC01721,0,0,0,1,0,0,0,0,0,0,0,0
LOC105372577,0,0,0,0,1,0,0,0,0,0,0,0
LOC105372585,0,3,2,3,0,2,0,0,1,0,0,0
SYNDIG1,4,6,0,4,2,4,6,9,7,5,2,5
LOC107985402,0,0,0,0,2,0,0,0,0,0,0,0
LOC105372578,0,1,0,3,0,1,0,3,0,0,1,0
CST7,0,0,0,0,0,2,0,0,0,1,0,0
APMAP,3048,3435,2384,3070,3627,3497,3866,3106,3252,3353,3194,3362
ACSS1,498,573,389,209,215,298,693,710,346,464,443,433
VSX1,0,0,0,0,0,0,3,0,1,0,0,0
LOC284798,1,0,0,2,0,1,0,2,0,0,0,2
LOC101926889,0,0,4,0,2,0,4,4,0,0,0,0
ENTPD6,1160,1439,1061,545,610,653,1600,1470,1048,1302,1141,1402
LOC105372579,6,3,1,3,0,6,26,29,10,8,5,12
PYGB,3536,4390,3246,1288,1440,1991,6162,5961,2847,3434,3054,3799
ABHD12,1622,1833,1381,1398,1446,1708,2277,2128,1949,1719,1640,1670
LOC105372581,1,0,3,0,0,2,1,9,0,0,0,1
GINS1,2502,2827,2301,1935,2275,2281,1776,1654,2415,3198,2963,3255
NINL,55,73,36,11,13,18,293,325,46,26,26,27
NANP,438,542,413,391,447,364,475,439,614,520,470,539
ZNF337-AS1,85,115,75,133,117,165,306,290,110,65,42,56
ZNF337,141,217,134,59,50,102,357,382,77,132,83,92
LOC107985400,0,1,1,16,10,8,8,12,9,1,8,0
LOC105372582,3,6,4,11,6,4,5,8,12,3,2,3
FAM182B,0,2,0,4,0,0,2,2,0,0,0,0
LOC101926935,0,0,0,0,0,1,0,1,0,0,0,0
LINC01733,0,0,0,0,0,0,0,3,0,0,0,0
LOC100134868,0,0,0,0,0,0,1,0,0,0,0,0
FAM182A,0,0,0,0,0,0,0,0,0,0,0,0
NCOR1P1,0,0,1,1,0,3,2,0,0,0,0,0
MIR663AHG,0,0,0,0,0,0,0,0,0,0,0,0
MIR663A,0,0,0,0,0,0,0,0,0,0,0,0
FRG1CP,20,25,23,29,38,43,37,43,17,26,26,7
FRG1DP,0,1,1,1,0,2,1,0,0,0,0,3
LOC105379476,0,0,0,0,0,0,0,0,0,0,0,0
FRG2EP,0,0,0,0,0,0,0,1,0,0,1,0
LOC105379477,0,0,0,0,0,0,0,0,0,0,0,0
FRG1EP,6,2,0,4,0,3,3,5,6,1,0,1
FAM242B,0,0,0,0,0,0,0,0,0,0,0,0
LINC01597,0,0,0,0,0,0,0,0,0,0,0,0
LOC107985433,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372586,0,0,0,0,0,0,0,0,0,0,0,0
FAM242A,0,0,0,0,0,0,0,0,0,0,0,0
FRG1BP,47,56,36,7,7,8,63,52,21,37,21,24
MLLT10P1,0,3,0,0,0,0,1,0,0,1,0,0
LOC105379481,0,0,0,0,0,0,0,0,0,0,0,0
LOC107987280,2,1,0,0,6,2,0,4,5,1,0,0
ANKRD20A21P,0,0,0,0,0,0,1,0,0,0,0,0
DEFB115,0,0,0,0,0,0,0,0,0,0,0,0
DEFB116,0,0,0,0,0,0,0,0,0,0,0,0
DEFB118,0,0,0,4,0,1,0,0,0,0,0,0
DEFB119,0,0,0,0,0,0,0,0,0,0,0,0
DEFB121,0,0,0,0,0,0,0,0,0,0,0,0
DEFB122,3,0,0,0,4,0,0,0,0,0,0,0
DEFB123,0,0,0,0,0,0,0,0,0,0,0,0
DEFB124,0,0,0,0,0,0,0,0,0,0,0,0
REM1,0,0,0,0,0,0,0,0,0,0,0,0
